DIRECCIÓN;TIPO_EVENTO;SUBSECTOR;PROYECTO;TITULAR;MODALIDAD;LUGAR;DEPARTAMENTO;FECHA;HORA;ESTADO;NUMERO_ASISTENTES;NUMERO_MUJERES;NUMERO_HOMBRES;NUMERO_PREGUNTAS;FECHA_CORTE
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE CONVERSIÓN A GAS NATURAL Y TRANSFORMACIÓN A CICLO COMBINADO DE LA CENTRAL TERMOELÉCTRICA VENTANILLA S.A. POR CAMBIO DE PUNTO DE VERTIMIENTO DEL RÍO CHILLÓN AL MAR (ENEL GENERACIÓN PERÚ S.A.);ENEL GENERACIÓN PERÚ S.A.;PRESENCIAL;VENTANILLA;CALLAO;20180108;17:00:00;REALIZADO;45;23;22;27;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE CONVERSIÓN A GAS NATURAL Y TRANSFORMACIÓN A CICLO COMBINADO DE LA CENTRAL TERMOELÉCTRICA VENTANILLA S.A. POR CAMBIO DE PUNTO DE VERTIMIENTO DEL RÍO CHILLÓN AL MAR (ENEL GENERACIÓN PERÚ S.A.);ENEL GENERACIÓN PERÚ S.A.;PRESENCIAL;VENTANILLA;CALLAO;20180109;17:00:00;REALIZADO;43;19;24;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""CENTRALES HIDROELÉCTRICAS GARIBALDI 202 MW"" ";INLAND ENERGY S.A.C.;PRESENCIAL;ANEXO LOURDES;JUNIN;20180110;10:00:00;REALIZADO;34;4;30;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ACUMULACIÓN YAURICOCHA PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES YAURICOCHA Y AMPLIACIÓN DEPÓSITO DE DESMONTE CHUMPE ;SOCIEDAD MINERA CORONA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA DE LARAOS;LIMA;20180110;10:00:00;REALIZADO;80;36;44;16;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ACUMULACIÓN YAURICOCHA PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES YAURICOCHA Y AMPLIACIÓN DEPÓSITO DE DESMONTE CHUMPE ;SOCIEDAD MINERA CORONA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA DE TINCO;LIMA;20180111;10:00:00;REALIZADO;51;16;35;30;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ACUMULACIÓN YAURICOCHA PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES YAURICOCHA Y AMPLIACIÓN DEPÓSITO DE DESMONTE CHUMPE ;SOCIEDAD MINERA CORONA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA DE ALIS;LIMA;20180112;10:00:00;REALIZADO;82;20;62;42;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""CENTRALES HIDROELÉCTRICAS MAJES I Y II""";INLAND ENERGY S.A.C.;PRESENCIAL;I.E. 40109 LLUCLLA;AREQUIPA;20180125;16:00:00;REALIZADO;67;27;40;27;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""CENTRALES HIDROELÉCTRICAS MAJES I Y II""";INLAND ENERGY S.A.C.;PRESENCIAL;SALÓN MUNICIPAL CP SAN PEDRO DE QUERQUE;AREQUIPA;20180126;15:00:00;REALIZADO;53;21;32;25;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ACUMULACIÓN YAURICOCHA PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES YAURICOCHA Y AMPLIACIÓN DEPÓSITO DE DESMONTE CHUMPE ;SOCIEDAD MINERA CORONA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA DE LARAOS;LIMA;20180207;10:00:00;REALIZADO;67;37;30;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""CENTRALES HIDROELÉCTRICAS GARIBALDI 202 MW"" ";INLAND ENERGY S.A.C.;PRESENCIAL;LA MERCED;JUNIN;20180208;10:00:00;REALIZADO;105;24;81;33;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ACUMULACIÓN YAURICOCHA PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES YAURICOCHA Y AMPLIACIÓN DEPÓSITO DE DESMONTE CHUMPE ;SOCIEDAD MINERA CORONA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA DE TINCO;LIMA;20180208;10:00:00;REALIZADO;31;12;19;31;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""CENTRALES HIDROELÉCTRICAS GARIBALDI 202 MW"" ";INLAND ENERGY S.A.C.;PRESENCIAL;SAN RAMÓN;JUNIN;20180209;10:00:00;REALIZADO;85;24;61;44;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ACUMULACIÓN YAURICOCHA PARA EL RECRECIMIENTO DEL DEPÓSITO DE RELAVES YAURICOCHA Y AMPLIACIÓN DEPÓSITO DE DESMONTE CHUMPE ;SOCIEDAD MINERA CORONA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA DE ALIS;LIMA;20180209;10:00:00;REALIZADO;43;13;30;38;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO PROYECTO MINERO ANCOS;APUMAYO S.A.C.;PRESENCIAL;COMUNIDAD CAMPESINAS SANCOS - CENTRO POBLADO SANCOS;AYACUCHO;20180217;10:00:00;REALIZADO;0;NULL;NULL;35;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO PROYECTO MINERO ANCOS;APUMAYO S.A.C.;PRESENCIAL;COMUNIDAD CAMPESINAS SANCOS - ANEXO CHAQUIPAMPA;AYACUCHO;20180217;10:00:00;REALIZADO;0;NULL;NULL;45;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DEL CENTRO POBLADO LUZ ORIENTE, DISTRITO DE YURIMAGUAS , REGIÓN LORETO;LORETO;20180219;10:00:00;REALIZADO;90;21;69;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL DEL CENTRO DE REFERENCIA E INFORMACIÓN DE SUELOS DE LA AMAZONÍA PERUANA (CRISAP) UBICADO EN CALLE PUTUMAYO N°381. REF. CALLE CONDAMINE Y ARICA, DISTRITO DE IQUITOS, PROVINCIA DE MAYNAS, DEPARTAMENTO DE LORETO.;LORETO;20180219;10:00:00;REALIZADO;148;46;102;35;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;AUDITORIO DE LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA UBICADA EN CARRETERA A SAN JOSÉ KM 0.5 - YARINACOCHA, DISTRITO DE YARINACOCHA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI;UCAYALI;20180219;09:00:00;REALIZADO;113;36;77;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE CONVERSIÓN A GAS NATURAL Y TRANSFORMACIÓN A CICLO COMBINADO DE LA CENTRAL TERMOELÉCTRICA VENTANILLA S.A. POR CAMBIO DE PUNTO DE VERTIMIENTO DEL RÍO CHILLÓN AL MAR (ENEL GENERACIÓN PERÚ S.A.);ENEL GENERACIÓN PERÚ S.A.;PRESENCIAL;ASENTAMIENTO HUMANO VICTOR RAUL HAYA DE LA TORRE - VENTANILLA;CALLAO;20180220;16:00:00;REALIZADO;36;11;25;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL MUNICIPAL DEL CENTRO POBLADO DE SANTA MARÍA DEL BAJO HUALLAGA, UBICADO EN EL DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO;LORETO;20180220;10:00:00;REALIZADO;118;50;68;21;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;AUDITORIO DE LA MUNICIPALIDAD DISTRITAL DE NAUTA, UBICADO EN CALLE MANUEL PACAYA N°381, DISTRITO DE NAUTA, PROVINCIA DE LORETO, DEPARTAMENTO DE LORETO;LORETO;20180220;09:00:00;REALIZADO;180;42;138;44;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD NATIVA LIBERTADOR UBICADO EL DISTRITO DE CONTAMANA, PROVINCIA DE UCAYALI, DEPARTAMENTO DE LORETO;LORETO;20180220;09:00:00;REALIZADO;67;25;42;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DE CONVERSIÓN A GAS NATURAL Y TRANSFORMACIÓN A CICLO COMBINADO DE LA CENTRAL TERMOELÉCTRICA VENTANILLA S.A. POR CAMBIO DE PUNTO DE VERTIMIENTO DEL RÍO CHILLÓN AL MAR (ENEL GENERACIÓN PERÚ S.A.);ENEL GENERACIÓN PERÚ S.A.;PRESENCIAL;ASENTAMIENTO HUMANO CASA HUERTA VIRGEN DE LAS MERCEDES-VENTANILLA;CALLAO;20180221;16:00:00;REALIZADO;42;16;26;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD NATIVA DE SARAMURO, UBICADO EN EL DISTRITO DE URARINAS, PROVINCIA DE LORETO, DEPARTAMENTO DE LORETO;LORETO;20180221;10:00:00;REALIZADO;108;64;44;12;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DEL CENTRO POBLADO DE PROGRESO UBICADO EN EL DISTRITO DE SANTA CRUZ, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO;LORETO;20180221;10:00:00;REALIZADO;58;14;44;17;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DE PUERTO ORIENTE UBICADO EN EL CENTRO POBLADO DE PUERTO ORIENTE, DISTRITO DE CONTAMANA, PROVINCIA DE UCAYALI, DEPARTAMENTO DE LORETO;LORETO;20180221;09:00:00;REALIZADO;69;25;44;18;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;INSTITUCIÓN EDUCATIVA N° 62019 UBICADO EN CALLE FITZCARRALD N° 806, DISTRITO DE LAGUNAS, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO;LORETO;20180222;10:00:00;REALIZADO;61;13;48;37;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;AUDITORIO DEL CENTRO EDUCATIVO JOSÉ ABELARDO QUIÑONES DE GONZÁLES, UBICADO EN CENTRO POBLADO DE MAYPUCO, DISTRITO DE URARINAS, PROVINCIA DE LORETO, DEPARTAMENTO DE LORETO;LORETO;20180222;09:00:00;REALIZADO;74;8;66;34;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;AUDITORIO DE LA MUNICIPALIDAD PROVINCIAL DE UCAYALI UBICADO EN PROLONGACIÓN AMAZONAS N° 307, DISTRITO DE CONTAMANA, PROVINCIA DE UCAYALI, DEPARTAMENTO DE LORETO;LORETO;20180222;09:00:00;REALIZADO;120;20;100;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""LOS CALATOS""";MINERA HAMPTON PERÚ S.A.C.;PRESENCIAL;AUDITORIO DE LA MUNICIPALIDAD DISTRITAL DE PACOCHA;MOQUEGUA;20180223;15:00:00;REALIZADO;39;14;25;15;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DEL CENTRO POBLADO DE BOLÍVAR, UBICADO EN EL DISTRITO DE SARAYACU, PROVINCIA DE UCAYALI, DEPARTAMENTO DE LORETO;LORETO;20180223;14:00:00;REALIZADO;79;35;44;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-D) DEL PROYECTO ""LOS CALATOS""";MINERA HAMPTON PERÚ S.A.C.;PRESENCIAL;RESTAURANTE JIMÉNEZ - CARRETERA PANAMERICANA SUR KM 11-12 - DISTRITO MOQUEGUA;MOQUEGUA;20180224;15:00:00;REALIZADO;58;15;43;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL DE USOS MÚLTIPLES DEL CENTRO POBLADO DE PUERTO ELISA UBICADO EN EL CENTRO POBLADO DE PUERTO ELISA, DISTRITO DE MANSERICHE, PROVINCIA DEL DATEM DEL MARAÑÓN, DEPARTAMENTO DE LORETO;LORETO;20180224;10:00:00;REALIZADO;91;23;68;15;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;AUDITORIO MUNICIPAL DEL CENTRO POBLADO DE SARAMIRIZA, UBICADO EN LA CENTRO POBLADO DE SARAMIRIZA, DISTRTITO DE MANSERICHE, PROVINCIA DEL DATEM DEL MARAÑÓN, DEPARTAMENTO DE LORETO;LORETO;20180225;10:00:00;REALIZADO;27;3;24;22;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL DEL INTERNADO NUESTRA SEÑORA DE LAS MERCEDES UBICADO EN CALLE PRIMERO DE MAYO S/N – CABALLOCOCHA, DISTRITO DE RAMÓN CASTILLA, PROVINCIA DE MARISCAL RAMÓN CASTILLA, DEPARTAMENTO DE LORETO;LORETO;20180225;09:00:00;REALIZADO;105;12;93;19;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DEL CENTRO POBLADO DE SANTA FE, UBICADO EN EL DISTRITO DE EMILIO SAN MARTÍN, PROVINCIA DE REQUENA, DEPARTAMENTO DE LORETO;LORETO;20180225;09:00:00;REALIZADO;100;27;73;10;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL DEL CENTRO EDUCATIVO DE LA COMUNIDAD NATIVA DE PUERTO LINDA, UBICADO EN LA COMUNIDAD NATIVA DE PUERTO LINDA, DISTRITO DE MANSERICHE, PROVINCIA DEL DATEM DEL MARAÑÓN, DEPARTAMENTO DE LORETO;LORETO;20180226;10:00:00;REALIZADO;43;20;23;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE INFRAESTRUCTURA;TALLER;TRANSPORTE;"HIDROVÍA AMAZÓNICA: RÍO MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS-SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS-CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA-CONFLUENCIA CON EL RÍO MARAÑÓN";CONCESIONARIA HIDROVÍA AMAZÓNICA S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD NATIVA DE CAROCURAHUAYTE, UBICADO EL DISTRITO DE REQUENA, PROVINCIA DE REQUENA, DEPARTAMENTO DE LORETO;LORETO;20180226;09:00:00;REALIZADO;51;16;35;8;20240530
