"ORDEN
ALFABÉTICO";"ORDEN 
PRESUPUESTAL";DEPARTAMENTO;PROVINCIA;GOBIERNOS LOCALES; PIA ; PIM ;Puntaje de PIM; Certificación ; Compromiso Anual ; Atención de Compromiso Mensual  ; Devengado  ; Girado  ;Avance % ;Puntaje de Avance; Población ;Puntaje de Población;TOTAL;;;;;;;;;;;;
647;912;ICA;PALPA;10401-300990: MUNICIPALIDAD PROVINCIAL DE PALPA; S/-   ; S/606,523 ;4; S/576,523 ; S/154,189 ; S/154,189 ; S/154,189 ; S/154,189 ;25.4;1; S/8,772 ;2;7;;;;;;;;;;;;
714;913;JUNIN;SATIPO;120607-301096: MUNICIPALIDAD DISTRITAL DE RIO NEGRO; S/3,000 ; S/276,000 ;3; S/268,185 ; S/212,585 ; S/70,170 ; S/70,170 ; S/70,170 ;25.4;1; S/34,427 ;3;7;;;;;;;;;;;;
765;914;LA LIBERTAD;PACASMAYO;130705-301175: MUNICIPALIDAD DISTRITAL DE SAN JOSE; S/330,416 ; S/112,065 ;3; S/112,064 ; S/27,000 ; S/27,000 ; S/27,000 ; S/27,000 ;24.1;1; S/12,718 ;3;7;;;;;;;;;;;;
804;915;LAMBAYEQUE;CHICLAYO;140118-301229: MUNICIPALIDAD DISTRITAL DE POMALCA; S/58,708 ; S/485,081 ;3; S/112,572 ; S/112,572 ; S/110,230 ; S/110,230 ; S/110,230 ;22.7;1; S/27,016 ;3;7;;;;;;;;;;;;
912;916;LORETO;MAYNAS;160108-301429: MUNICIPALIDAD DISTRITAL DE PUNCHANA; S/70,463 ; S/40,443 ;2; S/9,000 ; S/9,000 ; S/9,000 ; S/9,000 ; S/-   ;22.3;1; S/93,391 ;4;7;;;;;;;;;;;;
623;917;ICA;ICA;110102-300961: MUNICIPALIDAD DISTRITAL DE TINGUIÑA; S/415,000 ; S/190,695 ;3; S/181,695 ; S/41,500 ; S/41,500 ; S/41,500 ; S/41,500 ;21.8;1; S/46,164 ;3;7;;;;;;;;;;;;
83;918;ANCASH;HUARI;021002-300151: MUNICIPALIDAD DISTRITAL DE ANRA; S/-   ; S/585,662 ;4; S/535,315 ; S/104,733 ; S/104,733 ; S/104,733 ; S/104,733 ;17.9;1; S/1,414 ;2;7;;;;;;;;;;;;
1167;919;TACNA;TACNA;230108-301785: MUNICIPALIDAD DISTRITAL DE POCOLLAY; S/247,799 ; S/393,501 ;3; S/66,715 ; S/60,381 ; S/60,381 ; S/59,416 ; S/59,415 ;15.1;1; S/19,415 ;3;7;;;;;;;;;;;;
498;920;CUSCO ;QUISPICANCHIS;081206-300778: MUNICIPALIDAD DISTRITAL DE CUSIPATA; S/62,000 ; S/830,411 ;4; S/704,789 ; S/102,910 ; S/102,910 ; S/102,910 ; S/102,910 ;12.4;1; S/4,661 ;2;7;;;;;;;;;;;;
1000;921;PIURA;PAITA;200507-301572: MUNICIPALIDAD DISTRITAL DE VICHAYAL; S/300,000 ; S/559,455 ;4; S/63,223 ; S/63,223 ; S/63,223 ; S/63,223 ; S/63,223 ;11.3;1; S/5,622 ;2;7;;;;;;;;;;;;
606;922;HUANUCO;PACHITEA;100803-300939: MUNICIPALIDAD DISTRITAL DE MOLINO; S/17,000 ; S/224,083 ;3; S/42,900 ; S/42,900 ; S/42,900 ; S/20,000 ; S/20,000 ;8.9;1; S/10,912 ;3;7;;;;;;;;;;;;
758;923;LA LIBERTAD;OTUZCO;130601-301161: MUNICIPALIDAD PROVINCIAL DE OTUZCO; S/360,000 ; S/375,605 ;3; S/365,521 ; S/29,700 ; S/29,700 ; S/29,700 ; S/29,700 ;7.9;1; S/26,830 ;3;7;;;;;;;;;;;;
911;924;LORETO;MAYNAS;160106-301427: MUNICIPALIDAD DISTRITAL DE MAZAN; S/-   ; S/335,656 ;3; S/26,500 ; S/26,500 ; S/26,500 ; S/26,500 ; S/26,500 ;7.9;1; S/13,936 ;3;7;;;;;;;;;;;;
741;925;LA LIBERTAD;TRUJILLO;130109-301135: MUNICIPALIDAD DISTRITAL DE SALAVERRY; S/477,841 ; S/324,188 ;3; S/263,059 ; S/24,630 ; S/24,630 ; S/24,630 ; S/24,630 ;7.6;1; S/22,717 ;3;7;;;;;;;;;;;;
859;926;LIMA;BARRANCA;150203-301296: MUNICIPALIDAD DISTRITAL DE PATIVILCA; S/31,615 ; S/415,999 ;3; S/413,861 ; S/48,358 ; S/48,358 ; S/30,458 ; S/30,458 ;7.3;1; S/17,941 ;3;7;;;;;;;;;;;;
1182;927;TUMBES;CONTRALMIRANTE VILLAR;240201-301810: MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR; S/810,691 ; S/454,341 ;3; S/454,340 ; S/96,142 ; S/79,400 ; S/32,500 ; S/32,500 ;7.2;1; S/24,127 ;3;7;;;;;;;;;;;;
292;928;AYACUCHO;HUANCA SANCOS;050303-300462: MUNICIPALIDAD DISTRITAL DE SACSAMARCA; S/-   ; S/821,978 ;4; S/821,977 ; S/51,978 ; S/51,978 ; S/51,978 ; S/51,978 ;6.3;1; S/1,308 ;2;7;;;;;;;;;;;;
1179;929;TUMBES;TUMBES;240102-301805: MUNICIPALIDAD DISTRITAL DE CORRALES; S/359,000 ; S/134,730 ;3; S/134,679 ; S/21,725 ; S/8,045 ; S/8,045 ; S/8,045 ;6;1; S/25,679 ;3;7;;;;;;;;;;;;
751;930;LA LIBERTAD;BOLIVAR;130305-301152: MUNICIPALIDAD DISTRITAL DE UCHUMARCA; S/-   ; S/639,757 ;4; S/34,800 ; S/34,650 ; S/34,650 ; S/34,650 ; S/34,650 ;5.4;1; S/2,396 ;2;7;;;;;;;;;;;;
66;931;ANCASH;CARHUAZ;020609-300133: MUNICIPALIDAD DISTRITAL DE SHILLA; S/-   ; S/541,070 ;4; S/541,070 ; S/29,500 ; S/27,740 ; S/27,740 ; S/27,740 ;5.1;1; S/2,915 ;2;7;;;;;;;;;;;;
342;932;CAJAMARCA;CELENDIN;060301-300566: MUNICIPALIDAD PROVINCIAL DE CELENDIN; S/-   ; S/364,742 ;3; S/313,621 ; S/16,770 ; S/16,770 ; S/16,770 ; S/16,770 ;5;1; S/29,097 ;3;7;;;;;;;;;;;;
9;933;AMAZONAS;BONGARA;010310-300037: MUNICIPALIDAD DISTRITAL DE SHIPASBAMBA; S/-   ; S/542,994 ;4; S/20,600 ; S/20,600 ; S/20,600 ; S/20,600 ; S/20,600 ;3.8;1; S/1,678 ;2;7;;;;;;;;;;;;
334;934;CAJAMARCA;CAJAMARCA;060103-300551: MUNICIPALIDAD DISTRITAL DE CHETILLA; S/-   ; S/938,311 ;4; S/932,627 ; S/14,446 ; S/14,446 ; S/14,446 ; S/14,446 ;1.5;1; S/3,863 ;2;7;;;;;;;;;;;;
208;935;AREQUIPA;AREQUIPA;040106-300336: MUNICIPALIDAD DISTRITAL DE CHIGUATA; S/8,800 ; S/843,134 ;4; S/12,000 ; S/12,000 ; S/12,000 ; S/12,000 ; S/12,000 ;1.4;1; S/3,112 ;2;7;;;;;;;;;;;;
119;936;ANCASH;POMABAMBA;021604-300213: MUNICIPALIDAD DISTRITAL DE QUINUABAMBA; S/106,000 ; S/928,146 ;4; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/2,322 ;2;7;;;;;;;;;;;;
207;937;AREQUIPA;AREQUIPA;040105-300335: MUNICIPALIDAD DISTRITAL DE CHARACATO; S/171,000 ; S/479,601 ;3; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/16,263 ;3;7;;;;;;;;;;;;
353;938;CAJAMARCA;CHOTA;060415-300592: MUNICIPALIDAD DISTRITAL DE QUEROCOTO; S/-   ; S/800,624 ;4; S/780,624 ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/8,826 ;2;7;;;;;;;;;;;;
364;939;CAJAMARCA;CUTERVO;060605-300609: MUNICIPALIDAD DISTRITAL DE LA RAMADA; S/-   ; S/618,772 ;4; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/3,977 ;2;7;;;;;;;;;;;;
658;940;ICA;PISCO;110508-301002: MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA; S/362,800 ; S/332,800 ;3; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/19,628 ;3;7;;;;;;;;;;;;
832;941;LIMA;LIMA;150118-301267: MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA); S/24,320 ; S/-   ;1; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/283,231 ;5;7;;;;;;;;;;;;
844;942;LIMA;LIMA;150131-301280: MUNICIPALIDAD DISTRITAL DE SAN ISIDRO; S/10,000 ; S/63,000 ;2; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/67,703 ;4;7;;;;;;;;;;;;
873;943;LIMA;HUARAL;150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL; S/102,884 ; S/-   ;1; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/105,011 ;5;7;;;;;;;;;;;;
1003;944;PIURA;SULLANA;200603-301575: MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO; S/30,000 ; S/101,860 ;3; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/20,208 ;3;7;;;;;;;;;;;;
1181;945;TUMBES;TUMBES;240105-301808: MUNICIPALIDAD DISTRITAL DE SAN JACINTO; S/-   ; S/877,510 ;4; S/877,509 ; S/873,853 ; S/496,292 ; S/-   ; S/-   ;0;1; S/9,035 ;2;7;;;;;;;;;;;;
173;946;APURIMAC;AYMARAES;030408-300293: MUNICIPALIDAD DISTRITAL DE JUSTO APU SAHUARAURA; S/-   ; S/32,766 ;2; S/23,846 ; S/23,846 ; S/23,846 ; S/23,846 ; S/23,845 ;72.8;3; S/723 ;1;6;;;;;;;;;;;;
323;947;AYACUCHO;PAUCAR DEL SARA SARA;050809-300516: MUNICIPALIDAD DISTRITAL DE SAN JOSE DE USHUA; S/5,000 ; S/4,500 ;2; S/3,200 ; S/3,200 ; S/3,200 ; S/3,200 ; S/3,200 ;71.1;3; S/247 ;1;6;;;;;;;;;;;;
906;948;LIMA;YAUYOS;151024-301412: MUNICIPALIDAD DISTRITAL DE QUINCHES; S/-   ; S/25,000 ;2; S/17,510 ; S/17,510 ; S/17,510 ; S/17,510 ; S/17,510 ;70;3; S/562 ;1;6;;;;;;;;;;;;
5;949;AMAZONAS;BONGARA;010304-300031: MUNICIPALIDAD DISTRITAL DE COROSHA; S/-   ; S/43,031 ;2; S/29,650 ; S/29,650 ; S/29,650 ; S/29,650 ; S/29,650 ;69;3; S/825 ;1;6;;;;;;;;;;;;
109;950;ANCASH;OCROS;021402-300190: MUNICIPALIDAD DISTRITAL DE ACAS; S/-   ; S/60,713 ;2; S/60,503 ; S/58,503 ; S/58,503 ; S/40,003 ; S/40,003 ;65.9;3; S/676 ;1;6;;;;;;;;;;;;
964;951;PASCO;OXAPAMPA;190303-301524: MUNICIPALIDAD DISTRITAL DE HUANCABAMBA; S/-   ; S/15,000 ;2; S/15,000 ; S/15,000 ; S/9,000 ; S/9,000 ; S/9,000 ;60;2; S/4,746 ;2;6;;;;;;;;;;;;
648;952;ICA;PALPA;110402-300991: MUNICIPALIDAD DISTRITAL DE LLIPATA; S/33,000 ; S/57,323 ;2; S/34,500 ; S/34,500 ; S/33,750 ; S/33,750 ; S/33,150 ;58.9;2; S/1,765 ;2;6;;;;;;;;;;;;
762;953;LA LIBERTAD;OTUZCO;130613-301169: MUNICIPALIDAD DISTRITAL DE SINSICAP; S/100,000 ; S/32,041 ;2; S/18,590 ; S/18,590 ; S/18,590 ; S/18,590 ; S/18,590 ;58;2; S/7,543 ;2;6;;;;;;;;;;;;
691;954;JUNIN;JAUJA;120408-301059: MUNICIPALIDAD DISTRITAL DE HUAMALI; S/-   ; S/40,905 ;2; S/38,200 ; S/23,695 ; S/23,695 ; S/23,695 ; S/23,695 ;57.9;2; S/1,659 ;2;6;;;;;;;;;;;;
400;955;CAJAMARCA;SAN MIGUEL;061110-300658: MUNICIPALIDAD DISTRITAL DE SAN GREGORIO; S/-   ; S/88,101 ;2; S/88,101 ; S/49,998 ; S/49,998 ; S/49,998 ; S/49,998 ;56.8;2; S/2,274 ;2;6;;;;;;;;;;;;
318;956;AYACUCHO;PAUCAR DEL SARA SARA;050803-300510: MUNICIPALIDAD DISTRITAL DE CORCULLA; S/35,500 ; S/271,599 ;3; S/268,899 ; S/153,272 ; S/153,272 ; S/153,272 ; S/153,272 ;56.4;2; S/445 ;1;6;;;;;;;;;;;;
548;957;HUANCAVELICA;HUAYTARA;090609-300860: MUNICIPALIDAD DISTRITAL DE QUITO ARMA; S/-   ; S/336,407 ;3; S/187,536 ; S/187,536 ; S/187,536 ; S/187,536 ; S/187,536 ;55.7;2; S/718 ;1;6;;;;;;;;;;;;
759;958;LA LIBERTAD;OTUZCO;130605-301164: MUNICIPALIDAD DISTRITAL DE HUARANCHAL; S/-   ; S/91,488 ;2; S/91,486 ; S/47,186 ; S/47,186 ; S/47,186 ; S/47,186 ;51.6;2; S/4,122 ;2;6;;;;;;;;;;;;
635;959;ICA;CHINCHA;110202-300975: MUNICIPALIDAD DISTRITAL DE ALTO LARAN; S/-   ; S/68,851 ;2; S/68,850 ; S/68,850 ; S/68,849 ; S/35,198 ; S/35,198 ;51.1;2; S/8,891 ;2;6;;;;;;;;;;;;
251;960;AREQUIPA;CASTILLA;040409-300389: MUNICIPALIDAD DISTRITAL DE ORCOPAMPA; S/19,200 ; S/14,000 ;2; S/7,000 ; S/7,000 ; S/7,000 ; S/7,000 ; S/7,000 ;50;2; S/8,557 ;2;6;;;;;;;;;;;;
478;961;CUSCO ;LA CONVENCION;080912-301858: MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN; S/-   ; S/35,000 ;2; S/35,000 ; S/17,500 ; S/17,500 ; S/17,500 ; S/17,500 ;50;2; S/2,391 ;2;6;;;;;;;;;;;;
602;962;HUANUCO;MARANON;100702-300935: MUNICIPALIDAD DISTRITAL DE CHOLON; S/-   ; S/50,000 ;2; S/25,000 ; S/25,000 ; S/25,000 ; S/25,000 ; S/25,000 ;50;2; S/5,629 ;2;6;;;;;;;;;;;;
708;963;JUNIN;JUNIN;120504-301089: MUNICIPALIDAD DISTRITAL DE ULCUMAYO; S/-   ; S/20,000 ;2; S/20,000 ; S/20,000 ; S/10,000 ; S/10,000 ; S/10,000 ;50;2; S/3,890 ;2;6;;;;;;;;;;;;
247;964;AREQUIPA;CASTILLA;040403-300383: MUNICIPALIDAD DISTRITAL DE AYO; S/-   ; S/487,831 ;3; S/263,554 ; S/241,674 ; S/241,674 ; S/241,674 ; S/241,674 ;49.5;2; S/230 ;1;6;;;;;;;;;;;;
625;965;ICA;ICA;110105-300964: MUNICIPALIDAD DISTRITAL DE PACHACUTEC; S/-   ; S/54,867 ;2; S/54,867 ; S/26,908 ; S/26,908 ; S/26,908 ; S/26,908 ;49;2; S/8,284 ;2;6;;;;;;;;;;;;
1166;966;TACNA;TACNA;230107-301784: MUNICIPALIDAD DISTRITAL DE PALCA; S/450,000 ; S/40,090 ;2; S/39,000 ; S/39,000 ; S/19,000 ; S/19,000 ; S/19,000 ;47.4;2; S/2,232 ;2;6;;;;;;;;;;;;
332;967;AYACUCHO;VILCASHUAMAN;051106-300546: MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA; S/-   ; S/74,655 ;2; S/35,180 ; S/35,180 ; S/35,180 ; S/35,180 ; S/35,180 ;47.1;2; S/1,095 ;2;6;;;;;;;;;;;;
408;968;CAJAMARCA;SANTA CRUZ;061304-300669: MUNICIPALIDAD DISTRITAL DE CHANCAYBAÑOS; S/80,000 ; S/53,139 ;2; S/25,038 ; S/25,038 ; S/25,038 ; S/25,038 ; S/25,038 ;47.1;2; S/3,468 ;2;6;;;;;;;;;;;;
597;969;HUANUCO;LEONCIO PRADO;100602-300928: MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES; S/6,500 ; S/72,330 ;2; S/33,000 ; S/33,000 ; S/33,000 ; S/33,000 ; S/33,000 ;45.6;2; S/6,880 ;2;6;;;;;;;;;;;;
562;970;HUANCAVELICA;TAYACAJA;090714-300880: MUNICIPALIDAD DISTRITAL DE SALCABAMBA; S/9,644 ; S/99,485 ;2; S/80,786 ; S/60,000 ; S/60,000 ; S/44,940 ; S/44,940 ;45.2;2; S/4,005 ;2;6;;;;;;;;;;;;
471;971;CUSCO ;LA CONVENCION;080905-300752: MUNICIPALIDAD DISTRITAL DE OCOBAMBA; S/-   ; S/48,820 ;2; S/30,622 ; S/30,622 ; S/21,992 ; S/21,992 ; S/21,992 ;45;2; S/5,985 ;2;6;;;;;;;;;;;;
680;972;JUNIN;CONCEPCION;120210-301040: MUNICIPALIDAD DISTRITAL DE MATAHUASI; S/80,000 ; S/96,556 ;2; S/95,556 ; S/78,185 ; S/43,185 ; S/43,185 ; S/43,185 ;44.7;2; S/6,318 ;2;6;;;;;;;;;;;;
1171;973;TACNA;CANDARAVE;230202-301788: MUNICIPALIDAD DISTRITAL DE CAIRANI; S/-   ; S/106,856 ;3; S/46,856 ; S/46,856 ; S/46,856 ; S/46,856 ; S/46,856 ;43.9;2; S/970 ;1;6;;;;;;;;;;;;
653;974;ICA;PISCO;110503-300997: MUNICIPALIDAD DISTRITAL DE HUMAY; S/-   ; S/331,255 ;3; S/331,041 ; S/238,000 ; S/134,133 ; S/134,133 ; S/134,133 ;40.5;1; S/5,846 ;2;6;;;;;;;;;;;;
301;975;AYACUCHO;LA MAR;050504-300474: MUNICIPALIDAD DISTRITAL DE CHILCAS; S/-   ; S/300,000 ;3; S/182,017 ; S/114,631 ; S/114,631 ; S/114,631 ; S/114,631 ;38.2;1; S/1,558 ;2;6;;;;;;;;;;;;
139;976;ANCASH;SIHUAS;021909-300241: MUNICIPALIDAD DISTRITAL DE SAN JUAN; S/-   ; S/353,441 ;3; S/348,714 ; S/127,232 ; S/127,232 ; S/127,232 ; S/127,232 ;36;1; S/6,914 ;2;6;;;;;;;;;;;;
258;977;AREQUIPA;CAYLLOMA;040506-300400: MUNICIPALIDAD DISTRITAL DE COPORAQUE; S/158,148 ; S/351,348 ;3; S/281,286 ; S/124,159 ; S/124,159 ; S/124,159 ; S/124,159 ;35.3;1; S/1,126 ;2;6;;;;;;;;;;;;
113;978;ANCASH;OCROS;021401-300189: MUNICIPALIDAD PROVINCIAL DE OCROS; S/200,000 ; S/200,000 ;3; S/80,001 ; S/69,551 ; S/68,379 ; S/68,379 ; S/68,379 ;34.2;1; S/7,224 ;2;6;;;;;;;;;;;;
145;979;ANCASH;YUNGAY;022008-300250: MUNICIPALIDAD DISTRITAL DE YANAMA; S/-   ; S/121,000 ;3; S/121,000 ; S/41,000 ; S/41,000 ; S/41,000 ; S/41,000 ;33.9;1; S/5,361 ;2;6;;;;;;;;;;;;
103;980;ANCASH;MARISCAL LUZURIAGA;021304-300184: MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO; S/219,465 ; S/435,384 ;3; S/431,383 ; S/147,160 ; S/147,160 ; S/147,160 ; S/147,160 ;33.8;1; S/1,993 ;2;6;;;;;;;;;;;;
728;981;JUNIN;YAULI;120808-301115: MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO; S/56,200 ; S/445,726 ;3; S/181,441 ; S/177,651 ; S/140,590 ; S/140,590 ; S/140,590 ;31.5;1; S/8,618 ;2;6;;;;;;;;;;;;
352;982;CAJAMARCA;CHOTA;060414-300591: MUNICIPALIDAD DISTRITAL DE PION; S/-   ; S/144,367 ;3; S/43,527 ; S/43,527 ; S/43,525 ; S/43,525 ; S/43,195 ;30.1;1; S/1,222 ;2;6;;;;;;;;;;;;
679;983;JUNIN;CONCEPCION;120208-301038: MUNICIPALIDAD DISTRITAL DE MANZANARES; S/-   ; S/227,200 ;3; S/227,145 ; S/227,145 ; S/227,145 ; S/64,540 ; S/64,540 ;28.4;1; S/1,532 ;2;6;;;;;;;;;;;;
282;984;AREQUIPA;LA UNION;040806-300434: MUNICIPALIDAD DISTRITAL DE PUYCA; S/100,000 ; S/264,731 ;3; S/164,981 ; S/74,825 ; S/74,825 ; S/74,825 ; S/74,825 ;28.3;1; S/2,346 ;2;6;;;;;;;;;;;;
633;985;ICA;ICA;110114-300973: MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO; S/-   ; S/331,454 ;3; S/331,453 ; S/93,244 ; S/93,244 ; S/93,244 ; S/93,244 ;28.1;1; S/1,260 ;2;6;;;;;;;;;;;;
1091;986;PUNO;MELGAR;210805-301667: MUNICIPALIDAD DISTRITAL DE MACARI; S/-   ; S/358,284 ;3; S/93,782 ; S/93,782 ; S/93,782 ; S/93,782 ; S/93,782 ;26.2;1; S/7,268 ;2;6;;;;;;;;;;;;
838;987;LIMA;LIMA;150124-301273: MUNICIPALIDAD DISTRITAL DE PUCUSANA; S/123,762 ; S/15,688 ;2; S/4,000 ; S/4,000 ; S/4,000 ; S/4,000 ; S/4,000 ;25.5;1; S/16,615 ;3;6;;;;;;;;;;;;
356;988;CAJAMARCA;CONTUMAZA;060501-300597: MUNICIPALIDAD PROVINCIAL DE CONTUMAZA; S/-   ; S/8,611 ;2; S/8,581 ; S/2,145 ; S/2,145 ; S/2,145 ; S/2,145 ;24.9;1; S/29,357 ;3;6;;;;;;;;;;;;
294;989;AYACUCHO;HUANTA;050402-300465: MUNICIPALIDAD DISTRITAL DE AYAHUANCO; S/-   ; S/323,818 ;3; S/136,563 ; S/76,687 ; S/76,687 ; S/76,687 ; S/76,687 ;23.7;1; S/1,072 ;2;6;;;;;;;;;;;;
28;990;AMAZONAS;LUYA;010512-300054: MUNICIPALIDAD DISTRITAL DE OCALLI; S/-   ; S/138,989 ;3; S/32,835 ; S/32,835 ; S/32,835 ; S/32,835 ; S/32,835 ;23.6;1; S/3,950 ;2;6;;;;;;;;;;;;
888;991;LIMA;HUAURA;150806-301376: MUNICIPALIDAD DISTRITAL DE HUAURA; S/110,500 ; S/89,700 ;2; S/22,093 ; S/20,793 ; S/20,793 ; S/20,793 ; S/20,793 ;23.2;1; S/36,259 ;3;6;;;;;;;;;;;;
1156;992;SAN MARTIN;SAN MARTIN;220909-301767: MUNICIPALIDAD DISTRITAL DE LA BANDA DE SHILCAYO; S/37,000 ; S/2,600 ;2; S/600 ; S/600 ; S/600 ; S/600 ; S/600 ;23.1;1; S/49,359 ;3;6;;;;;;;;;;;;
745;993;LA LIBERTAD;ASCOPE;130203-301142: MUNICIPALIDAD DISTRITAL DE CHOCOPE; S/-   ; S/247,116 ;3; S/55,062 ; S/55,062 ; S/55,062 ; S/55,062 ; S/55,062 ;22.3;1; S/9,807 ;2;6;;;;;;;;;;;;
1081;994;PUNO;LAMPA;210705-301657: MUNICIPALIDAD DISTRITAL DE OCUVIRI; S/20,000 ; S/146,414 ;3; S/38,214 ; S/32,214 ; S/32,214 ; S/32,214 ; S/32,214 ;22;1; S/2,376 ;2;6;;;;;;;;;;;;
395;995;CAJAMARCA;SAN MIGUEL;061101-300649: MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL; S/-   ; S/21,940 ;2; S/4,672 ; S/4,618 ; S/4,618 ; S/4,618 ; S/4,618 ;21;1; S/14,036 ;3;6;;;;;;;;;;;;
892;996;LIMA;HUAURA;150811-301381: MUNICIPALIDAD DISTRITAL DE SAYAN; S/19,456 ; S/49,456 ;2; S/30,000 ; S/10,000 ; S/10,000 ; S/10,000 ; S/10,000 ;20.2;1; S/24,378 ;3;6;;;;;;;;;;;;
861;997;LIMA;BARRANCA;150205-301298: MUNICIPALIDAD DISTRITAL DE SUPE PUERTO; S/16,000 ; S/10,336 ;2; S/1,932 ; S/1,932 ; S/1,932 ; S/1,932 ; S/1,932 ;18.7;1; S/13,525 ;3;6;;;;;;;;;;;;
183;998;APURIMAC;CHINCHEROS;030607-300315: MUNICIPALIDAD DISTRITAL DE URANMARCA; S/25,000 ; S/405,000 ;3; S/237,026 ; S/74,703 ; S/74,703 ; S/74,703 ; S/74,703 ;18.4;1; S/2,765 ;2;6;;;;;;;;;;;;
480;999;CUSCO ;LA CONVENCION;080915-301893: MUNICIPALIDAD DISTRITAL DE KUMPIRUSHIATO; S/-   ; S/38,000 ;2; S/32,000 ; S/32,000 ; S/32,000 ; S/7,000 ; S/7,000 ;18.4;1; S/16,590 ;3;6;;;;;;;;;;;;
135;1000;ANCASH;SIHUAS;021902-300234: MUNICIPALIDAD DISTRITAL DE ACOBAMBA; S/-   ; S/134,225 ;3; S/40,000 ; S/23,800 ; S/23,800 ; S/23,800 ; S/23,800 ;17.7;1; S/1,647 ;2;6;;;;;;;;;;;;
1007;1001;PIURA;SULLANA;200608-301580: MUNICIPALIDAD DISTRITAL DE SALITRAL; S/50,000 ; S/176,518 ;3; S/139,406 ; S/52,200 ; S/27,700 ; S/27,700 ; S/27,700 ;15.7;1; S/7,047 ;2;6;;;;;;;;;;;;
947;1002;MOQUEGUA;GENERAL SANCHEZ CERRO;180210-301496: MUNICIPALIDAD DISTRITAL DE UBINAS; S/148,275 ; S/436,163 ;3; S/174,621 ; S/149,784 ; S/149,784 ; S/64,609 ; S/64,609 ;14.8;1; S/1,741 ;2;6;;;;;;;;;;;;
48;1003;ANCASH;ANTONIO RAIMONDI;020302-300103: MUNICIPALIDAD DISTRITAL DE ACZO; S/-   ; S/250,418 ;3; S/230,218 ; S/35,800 ; S/35,800 ; S/35,800 ; S/35,800 ;14.3;1; S/1,958 ;2;6;;;;;;;;;;;;
231;1004;AREQUIPA;CAMANA;040203-300362: MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VALCARCEL; S/-   ; S/456,390 ;3; S/62,968 ; S/62,968 ; S/62,968 ; S/62,968 ; S/62,968 ;13.8;1; S/8,448 ;2;6;;;;;;;;;;;;
115;1005;ANCASH;PALLASCA;021508-300206: MUNICIPALIDAD DISTRITAL DE PALLASCA; S/-   ; S/374,464 ;3; S/374,463 ; S/53,691 ; S/53,691 ; S/51,109 ; S/51,109 ;13.6;1; S/2,517 ;2;6;;;;;;;;;;;;
628;1006;ICA;ICA;110108-300967: MUNICIPALIDAD DISTRITAL DE SALAS; S/110,000 ; S/100,000 ;2; S/13,255 ; S/13,255 ; S/13,255 ; S/13,255 ; S/13,255 ;13.3;1; S/30,467 ;3;6;;;;;;;;;;;;
974;1007;PIURA;PIURA;200110-301535: MUNICIPALIDAD DISTRITAL DE LA UNION; S/10,000 ; S/93,699 ;2; S/91,500 ; S/11,500 ; S/11,500 ; S/11,500 ; S/11,500 ;12.3;1; S/41,742 ;3;6;;;;;;;;;;;;
492;1008;CUSCO ; PAUCARTAMBO;081103-300769: MUNICIPALIDAD DISTRITAL DE CHALLABAMBA; S/-   ; S/144,200 ;3; S/144,199 ; S/144,199 ; S/17,200 ; S/17,200 ; S/17,200 ;11.9;1; S/9,421 ;2;6;;;;;;;;;;;;
790;1009;LA LIBERTAD;GRAN CHIMU;131104-301208: MUNICIPALIDAD DISTRITAL DE SAYAPULLO; S/-   ; S/351,966 ;3; S/232,261 ; S/50,100 ; S/50,100 ; S/35,500 ; S/35,500 ;10.1;1; S/6,514 ;2;6;;;;;;;;;;;;
780;1010;LA LIBERTAD;SANCHEZ CARRION;130905-301193: MUNICIPALIDAD DISTRITAL DE MARCABAL; S/40,500 ; S/35,500 ;2; S/3,000 ; S/2,970 ; S/2,970 ; S/2,970 ; S/2,970 ;8.4;1; S/11,381 ;3;6;;;;;;;;;;;;
